"","num_dataset","AUC","Model_Type"
"1",1,0.947619047619048,"RSA_WCN_SS_Mean_Score"
"2",2,0.938330170777989,"RSA_WCN_SS_Mean_Score"
"3",3,0.943809523809524,"RSA_WCN_SS_Mean_Score"
"4",4,0.945920303605313,"RSA_WCN_SS_Mean_Score"
"5",5,0.936432637571157,"RSA_WCN_SS_Mean_Score"
"6",6,0.965686274509804,"RSA_WCN_SS_Mean_Score"
"7",7,0.965686274509804,"RSA_WCN_SS_Mean_Score"
"8",8,0.930740037950664,"RSA_WCN_SS_Mean_Score"
"9",9,0.950664136622391,"RSA_WCN_SS_Mean_Score"
"10",10,0.930740037950664,"RSA_WCN_SS_Mean_Score"
